Id,_0,_1,_2,action_what,action_where,alternative_technique,how,how_what,how_where,postcondition,precondition,tactic,technique,when,when_condition,when_object,where_attribute,why_state,why_what,why_where
t1015,,,15,launched,accessibility programs,,,,,,,"persistence,privilege escalation",accessibility features,the windows + u key combination is pressed,,,,,,
t1015,,,16,use,sethc.exe program,,,,,,,"persistence,privilege escalation",accessibility features,pressing the appropriate key combination at the login screen,,,"sticky keys,",unauthenticated access through a remote desktop login screen,,
t1015,,,17,executed <\where> with <attribute> system privileges <\attribute>. [3]for the debugger method on windows vista and later as well as windows server 2008 and later,replaced file,,c:\windows\system32\osk.exec:\windows\system32\magnify.exec:\windows\system32\narrator.exec:\windows\system32\displayswitch.exec:\windows\system32\atbroker.exe,,,,,"persistence,privilege escalation",accessibility features,provides backdoor access,,,,,,
t1015,,,17,for example,replaced file,,c:\windows\system32\osk.exec:\windows\system32\magnify.exec:\windows\system32\narrator.exec:\windows\system32\displayswitch.exec:\windows\system32\atbroker.exe,,,,,"persistence,privilege escalation",accessibility features,provides backdoor access,,,,,,
t1015,,,17,<how> a <where>registry key <\where> may be <what> modified,replaced file,,c:\windows\system32\osk.exec:\windows\system32\magnify.exec:\windows\system32\narrator.exec:\windows\system32\displayswitch.exec:\windows\system32\atbroker.exe,,,,,"persistence,privilege escalation",accessibility features,provides backdoor access,,,,,,
t1087,,,18,get-listing,local system,,,,,,,discovery,account discovery,,,,,,,
t1087,,,19,use,domain accounts,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,system owner,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,user discovery <where> may <what> apply,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,use<\what>.macon mac,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,groups can be enumerated  through the <how> <what> use,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,acquire-information<\what> <where> groups,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,use,id,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,domain accounts,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,system owner,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,user discovery <where> may <what> apply,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,use<\what>.macon mac,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,groups can be enumerated  through the <how> <what> use,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
t1087,,,19,acquire-information,acquire-information<\what> <where> groups,,"<what> use/acquire-information<\what><where> net user <\where>, <where> net group<\where> , and <where> net localgroup <\where>  net utility  dsquery  <where> dscl . list /groups<\where> and <where>dscacheutil -q group <\where>  can also be <what> used <\what>  <what> use <\what>of the <where> /etc/passwd <\where> file which is world readable","use/acquire-information ,  used  ,  use","net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd",,,discovery,account discovery,"identify the primary user, currently logged in user, or set of users that commonly uses a system",,,,enumerate groups and users,,
